Artist + song,Track ID
Mika - Grace Kelly,2SDx0PooHZI1SQKR0y44bs
DJ Porny - Me So Horny (Jumpstyle Edit),2tKbcsr5JCcPNtmfpjfOAE
Justin Timberlake - What Goes Around... Comes Around,3pD0f7hSJg2XdQ6udw5Tey
Jeckyll & Hyde - Freefall,17Ph3lPJTrq5t7esgouyFv
GymClassHeroes - Cupid's Chokehold,2Lhdl74nwwVGOE2Gv35QuK
Armin Van Buuren vs Rank1 (feat. Kush) - This World Is Watching Me,0wZ0WzRg2EFYwgBBcliqLB
Take That - Shine,1hrsEHe39nYu1pJx0Nrxd7
Akon feat. Snoop Dogg - I Wanna Love You,0CXVjQI9wsqaGeIARkkpYc
Damien Rice - Dogs [Single 1],23LhOaRaK4ZIsMoImdViej
Beyoncé & Shakira - Beautiful Liar,2HWWNoWEEEECwZhAiLg7ib
Tiësto featuring Christian Burns - In The Dark,24r4wBsbmqqY1fVyDxd8tr
John Legend - P.D.A. (We Just Don't Care),0ZBtXonwjdAbRo2UrD0Efq
James Morrison - The Pieces Don't Fit Anymore,3SZ3PXQYlfsjkZgQ63hUEQ
Nelly Furtado - Say It Right,2aI21FnmY7TJVKeMaoQZ0t
Keane - A Bad Dream,6sinw4zZPdNS2ftU1QfTyK
Guus Meeuwis - Tranen Gelachen,0aHgrqI4cLNRT6cVMVcPdb
Racoon - Close Your Eyes,0OgcgOTHt9uiI6Iff3raLT
Maroon 5 - Makes Me Wonder,3PNOYDruQplC92lNc7mE9W
Gordon - Hou Me Nog Een Keer Vast,5bMfAXIfea3vIn4Y3WSsd7
Krezip - Plug It In & Turn Me On,16zyjYvaQhMODaHKfGnsBZ
Frans Bauer - 1000 Lieve Woorden,0zt1LCy2DchEFdfi6V5Z2P
DJ Jose - Turn The Lights Off,4uQKJfCF6vYNEcWsJwmo9y
Ne-Yo - Because Of You,6CFPFnS9EcLs2I0nWqtWci
P. Diddy featuring Keyshia Cole - Last Night,61u8YHgwacXM9Sm5JOblkp
Michael Bublé - Everything,4T6HLdP6OcAtqC6tGnQelG
The Fray - How To Save A Life,5fVZC9GiM4e8vu99W0Xf6J
Christina Aguilera - Candyman,5lUTzPuiloBHm1qEaJcJfF
Natasha Bedingfield - I Wanna Have Your Babies,2S0DqrpQYrGF873Pi5hn1k
Linkin Park - What I've Done,18lR4BzEs7e3qzc0KVkTpU
Paul De Leeuw - Blijf (Tot De Zon Je Komt Halen),1ZA6UzZ4ec89RumX42XEwR
Tokio Hotel - Monsoon,32Ky5QCRtwYJJXuLwoGufj
P!nk - Dear Mr. President,6ndF1XQNseMhJGp7wAAILs
André Hazes & Gerard Joling - Blijf Bij Mij,4AQnXdOq7ChjMhibKrKne1
Booty Luv - Shine,30OWXDnm9WBsvmJdsGpw9O
Red Hot Chili Peppers - Hump de Bump,5f2ZVFERwwh3asebmurZEf
Di-Rect - I Just Can't Stand,0BYd7DPVf2tolERLvvllSb
Rihanna feat. Jay-Z - Umbrella,113v1MA9MTShy98uCz37nO
"Cascada - Truly, Madly, Deeply",5VFIPsjq4KRvsphqJUuZoj
Jim - Doe Dit Doe Dat,72Ai5Z6C8cbKwg1RLjEqWb
Puddle Of Mudd - She Hates Me,16DhvbuyvJob4Q9GHNYu2n
The Calling - Adrienne,0QVf7U1E5qxHHill6UnYtE
Liberty X - Got To Have Your Love,1gfWhWLdvpfI7aojEE7nXT
Ashanti - Happy,6CbcdeTQKj0qTaZTt0xkdk
Oakenfold - Starry Eyed Surprise,6A4Kuy7JL0Znab3Skgloiv
P!nk - Just Like A Pill,1BpV8IGf4XsRRJf4Xuui9q
t.A.T.u. - All The Things She Said,4bJygwUKrRgq1stlNXcgMg
Eminem - Cleanin' Out My Closet,7BMO7O7ImjV8HNTH74Tshv
Eve featuring Alicia Keys - Gangsta Lovin',3uhIHdmUpOgJpDFlmwmowB
"The Nightflyer - Voyage, Voyage",6woYCaxsQsJKHvBPexb28I
Junior Senior - Move Your Feet,4DX82Vc8qAH4jJPvKxvwg6
Krezip - You Can Say,3TcadjPq0t5mCZaTsniGkN
Frans Bauer - Eens Schijnt Voor Jou De Zon ; Heb Je Even Voor Mij,2hkZ8GkctB7fdygbIVYkzx
LeAnn Rimes - Life Goes On,4AT1s8QMFNaYipHE2TaI2s
Jan Wayne - Only You,0SdRiKiVe5H2ToOIGoz8MC
Sean Paul - Gimme The Light,5WavgurgGX48eZv1q1E3on
Appleton - Fantasy,1T8OhI00EmtcqUWu9InA0y
Nelly featuring Kelly Rowland From Destiny's Child - Dilemma,0ARK753YaiJbpLUk7z5yIM
Narcotic Thrust - Safe From Harm,6CGgSfujoEMdvZqMCbYVwX
Milky - Just The Way You Are,2kJo0J02qdTsD1omMouIro
Roméo - The Answer Is Yes,1QCp0LzrfdX5xVWfP1tnmJ
Justin Timberlake - Like I Love You,6W2Ef5Ph6ILTUAedoQ3QIv
Kane - Hold On To The World,4er5XDPmfyJVY7kCapKKkH
Ties - Denk Aan Mij,42tc9HeeljZ8GApeERXVbF
Nick Carter - Help Me,5SDdBqmDs5qVnCyEc1D0Xw
Christina Aguilera featuring Redman - Dirrty,3J2j9PWuRMWzJ9sKlTQTQv
U2 - Electrical Storm,3gkijt6bxk8ts6S2RCEu4n
Holly Valance - Down Boy,7wXO1tOp5sPfMrMSdwmegh
Madonna - Die Another Day,7DUpuAzGUyJaJB3p9BC3Ms
Acda en De Munnik - Ren Lenny Ren,2ooeXnyWU4oW29aba4paNe
Anouk - Everything,733A3Rl93UpCsrx1DQZ9ZB
Santana featuring Michelle Branch - The Game Of Love,56hSJsDC7xZSC3QZ2xaCcf
Shaggy featuring Brian & Tony Gold - Hey Sexy Lady,4u8IPU322yG7mNrqv89GGL
Red Hot Chili Peppers - The Zephyr Song,1ndGB6rvxKYN9seCYO1dTF
Billy Crawford - You Didn't Expect That,6axy11Mj70Xqoabq3GWIIA
"Irv Gotti presents Ja Rule, Ashanti, Charli Baltimore & Vita - Down 4 U",21iEEekDSvQjVARSQ4dpXY
Raymzter - Kut Marokkanen??!,6Wrw9pvxFb9wcCyImur9U4
Shakira - Objection (Tango),36YNa8joLwu9yor2TkZbIY
D Note - Shed My Skin,5mPELqPkLBV6q3GgYqY3Al
DJ Boozywoozy - One More Try,2aUK9x8HqRtmlObifZOfFX
Robyn - Keep This Fire Burning,3DoFAh3HKIcH3LIU94PdJy
Kylie - Come Into My World,39DW02MW41A8bBIxH7nT1V
Energy 52 - Cafe Del Mar [Marco V Remix],6z91SyGlPsllxhnG2Aw0Fb
Phil Collins - Can't Stop Loving You,2W6PNGCN4PGwPMf1jYazL4
Georgina - Denis,1P0issaotHSpPVL52clMOB
Missy Elliott - Work It,3jagJCUbdqhDSPuxP8cAqF
Westlife - Unbreakable,0r8f1b392aTgZa8KXINlkw
Queens Of The Stone Age - No One Knows,6y20BV5L33R8YXM0YuI38N
Jennifer Lopez featuring Jadakiss and Styles - Jenny From The Block,7LqjznQwfrax7MjQXmxqdQ
Shania Twain - I'm Gonna Getcha Good!,3wimPgsJv0hEgP5A3sQ7Ag
Craig David - What's Your Flava?,7rVBmwJsClMU6vOlggk5Ad
Mariah Carey - Through The Rain,1TT6pwOM1puBtx8bYSMTBA
Kelvin - Dance 4 Me Baby,4RFDrsjQSK8QoCyD4rfPmz
Blue - One Love,2W5acFzXf5FrktecuD30Or
Bon Jovi - Misunderstood,0MaUkkAY8As9h2yHHrXmSu
Robbie Williams - Feel,2Ms33RTRCT6gArrpcrPxmo
Sugababes - Stronger,2bHtGKrfuuTY3elhGPgl3h
Krezip - Promise,4KsIMAhvJM0LEVOEtu0bIr
Groove Armada - My Friend ; Purple Haze,5LRxSyiIRHQD26h1mdM0Ir
Dannii Minogue - Put The Needle On It,5aRo3CtyhM1JKYqdmNaQza
Eminem - Lose Yourself,1v7L65Lzy0j0vdpRjJewt1
Gordon & Re-Play - Zolang,2dSd8v2VIxI8FGfV1LoYWM
Avril Lavigne - Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU
Driftwood - Freeloader,53P5v71D8DvsEH6ulPYE9Y
Atomic Kitten - The Last Goodbye,21cuwyhb2IVO37F5jxq289
Novaspace - To France,1b6MY57kvEMyAXPWpc73Eu
Alicia Keys - Girlfriend,40ZMTM45lMMhm1vBf7YMFK
Enrique - Maybe,5oNZO9LENX2wc5ghd5DjKW
Loïs Lane - When I'm With You,460yNfRaHnoQ1IdiKYzXnt
Sarah Connor - Skin On Skin,4yHLMXZF8jl6SMT4Qbt7qh
DJ Sammy - Boys Of Summer,710zARjDZFnODiJJ4kFPmY
Ozzy - Dreamer,78PKCefXwDLbl4FVO1Pjzh
Ja Rule - Thug Lovin,23L74esErcn5KvWFY0ZAqS
Lasgo - Pray,0sEoxXG0pMm0vaT6kIFZUp
Samantha Mumba - I'm Right Here,4Yak1btEc3HEMvKVco9WkD
Big Brovaz - Nu Flow,5Bhf4i2WUDGc3W0HW6XTVK
DJ Sammy & Yanou featuring Do - Heaven (Yanou's Candlelight Mix),0KT6DLAELYSbgfUemzwGPX
Celine Dion - Goodbye's (The Saddest Word),3sC002WnqQ0gJvapIBNC1K
Blue featuring Elton John - Sorry Seems To Be The Hardest Word,2We955n2EKpmbKm2H8kWYz
K-Klass featuring Kinane - Talk 2 Me,4bGIpJGOWBpKxqDcoMiaaq
Justin Timberlake - Cry Me A River,7Lf7oSEVdzZqTA0kEDSlS5
The Cheeky Girls - Cheeky Song (Touch My Bum),5g4r3brFHuoCwOJUH35qz1
Tomcraft - Loneliness,5xspb4pHCUdfQvWc5y3e51
Kelly Rowland - Stole,4CTX9iU2a0Q9vM2T4YMUQL
t.A.T.u. - Not Gonna Get Us,6SmWHBXVdL14zir3Vzk0jH
Stone Sour - Bother,0AfIsqZ4gTUg9CwwW2jLeK
Jay-Z feat. Beyonce Knowles - '03 Bonnie And Clyde,5ljCWsDlSyJ41kwqym2ORw
Panjabi MC - Mundian To Bach Ke,2LxAeJ9KUj1GRS9oeHgQ3i
Craig David - Hidden Agenda,5MRruRrB235AeY0DISngdw
Sir - All I Needed,7ALWNNTjkcm5llMeQc8yil
Storm - Time To Burn,0IaOAo13NTYVSWuAy5OGRC
U2 - Beautiful Day,0gzqZ9d1jIKo9psEIthwXe
Vengaboys featuring Cheekah - Cheekah Bow Bow (That Computer Song),1BHlUmO17Cr6NCAD9o3OYu
Aaron Carter - I Want Candy,7sruBwHu4S0DIo8RXKxsAY
Sonique - Sky,7zlkYAQdYPIwagUwO7Dyah
Eminem - The Way I Am,23wfXwnsPZYe5A1xXRHb3J
Marque - One To Make Her Happy,6b2LfMeveQB16SGFWQNWiz
Toni Braxton - Spanish Guitar,1ieouFxB2A3JjKEt1OoEiB
3 Doors Down - Kryptonite,6ZOBP3NvffbU4SZcrnt1k6
P!nk - Most Girls,635PqgECfFbL0MNLogX7Yv
All Saints - Black Coffee,3SD11QnefCc3RNfKzxKMmJ
Mýa - Case Of The Ex,3G6hxSp260RzGw4sOiDOQ3
R.Kelly - I Wish,1RhwBZzAw0h2FcgL7VElnC
98° - Give Me Just One Night (Una Noche),1OvjOVieEsYqGiK1T3mUv9
Baha Men - Who Let The Dogs Out,1H5tvpoApNDxvxDexoaAUo
Spice Girls - Holler ; Let Love Lead The Way,27l0Wotwb7h9Load3C87IQ
Acda en De Munnik - De Kapitein Deel II,3lhpOjOF3GZsjNFgMhHtgb
Lenny Kravitz - Again,5c1QJAiC3773EwiZLwHf5x
Robbie Williams & Kylie Minogue - Kids,21pvCJBSp34fC17YHOtw05
Darude - Feel The Beat,5BZx0wikkFZF2BnaIo2qTy
Ricky Martin - She Bangs,1uPrIHgYztXSkkcts9jet8
Kane - Can You Handle Me,7GkSifes5XlwTabuXemWr2
Soul Providers - Rise,3kR11RUctoShYwmUlNF3bb
Backstreet Boys - Shape Of My Heart,35o9a4iAfLl5jRmqMX9c1D
Sugababes - Overload,7orBBkQgdmanhPCD0FyHHZ
Jody Bernal - Oh Bambolero,1DJIs2lAVG8fjK1WhanZel
Alessandro Safina - Luna,2zCjaqWmGZjeMxAwq8CXjN
Anastacia - Not That Kind,3ajXw2sHPIO5yEqISZRTFN
Limp Bizkit - My Generation,6holGuk1jKHTdWyWBOZi8l
Destiny's Child - Independent Women Part I (Charlie's Angels OST),69XUpOpjzDKcfdxqZebGiI
Westlife - My Love,5p0ietGkLNEqx1Z7ijkw5g
Coldplay - Trouble,0R8P9KfGJCDULmlEoBagcO
Marco - Wat Is Mijn Hart (Live),1mC1ixmiPkxcmB5BQFNqfq
Bon Jovi - Thank You For Loving Me,577MNC3o3L0lNIzx9abqOk
Lucy Pearl - Don't Mess With My Man,2J2hVpwVV25EK8Bvd3OgCK
Wyclef Jean featuring Mary J. Blige - 911,1Ov4E4nE7E0yzeqpbhEE5g
Madonna - Don't Tell Me,23EhTCPRTlLVM6VQUyh8bH
Britney Spears - Stronger,5QhBKPqsnX1uY9fZNaAtZg
Lionel Richie - Angel,4q3PJE85zkind6pucyNq9g
Papa Roach - Last Resort,5W8YXBz9MTIDyrpYaCg2Ky
City To City - House With Two Faces,4HC407jRoMr3X4qbVhVUP5
LeAnn Rimes - Can't Fight The Moonlight - Theme From 'Coyote Ugly',10FP9hm2aFfAIKEopqaG9D
Architechs feat. Nana - Body Groove,56UNoQz1kXeBZeqmQbFpYe
Craig David - Walking Away,3R7fjB38qajI6JR69y5k4e
Alice Deejay - Celebrate Our Love,0jxEWTCwkykJCNopnWyo93
Daft Punk - One More Time,0DiWol3AO6WpXZgp0goxAV
The Offspring - Original Prankster,6gfDXAX85YWdVwxpbz0npv
Eminem - Stan,3UmaczJpikHgJFyBTAJVoz
Wu-Tang Clan - Gravel Pit,2tNmhDlMbwQZLxQtWMt2EU
Kosheen - Catch,1fiAUsp78LbIuQHhIqZ3ZF
Nelly - Country Grammar (Hot S+++),3wMUvT6eIw2L5cZFG1yH9j
K's Choice - Busy,5XB1qQI0RRcWZaM8ec1Nc8
Melanie C - If That Were Me,3ifSfklE4DqVxPgmSeNNxQ
ATC - Around The World - La La La La La,7CvOnbFdnIoXMQ4eFCo5lB
Robbie Williams - Supreme,7rQiW2mJDbP77h2RLlASTw
Jennifer Lopez - Love Don't Cost A Thing,1fgvJXlcZ7uIddMpqsqw0L
DJ Jose vs G-Spott - II-Symbols,4lwpOrbYBWWGIuvZwvrgeU
Minimalistix - Struggle For Pleasure,3MiMdPaSEAuHekAOyFtRrk
Paul Van Dyk - We Are Alive,7fRjxQ1g7A8WbNR6y1wuDZ
Whitney Houston (featuring Faith Evans and Kelly Price) - Heartbreak Hotel,4J9u7UsXH7F6sFI32KnYuP
Outkast - Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV
Spooks - Things I've Seen,673OnqT7JuOTkxyfa0BT0t
Anouk - Don't,6B7rj7YAptuSESegwnIglU
U2 - Stuck In A Moment You Can't Get Out Of,1klDPm7SfsS32hl7KHV9iy
Birgit - I Know,4s0ly4JCeYGxcdoL5vGqqq
Judith - You,2bujQqlWTJNAeedfI35qZB
Limp Bizkit - Rollin',3IV4swNduIRunHREK80owz
Rui Da Silva feat. Cassandra - Touch Me,6j8nh1kHwezw8pkC2eU87F
Mauro Picotto - Komodo,3NjmHXAKcpg5e0BseNJtUJ
Bløf - Ze Is Er Niet,6V6Q7mwxQ5j1MryBuoJ8FJ
Zebrahead - Playmate Of The Year,1m3wdcuORJ0NFChz9hYSk7
Def Rhymz - Puf ; Schudden,2E3Vt7fF1tuvnkwc8Pqk7B
Backstreet Boys - The Call,1mxTCArq9EhSg4QPGqhjhT
Public Domain - Operation Blade (Bass In The Place London...),09RQez2cCVx1DC1vIan2oS
Dido - Here With Me,4xFxK0FXmNlUDRgCaIQCVn
Safri Duo - Played-A-Live (The Bongo Song),71cEGt2SrA5toSCCTVpLMU
Texas - Inner Smile,0yvDNlMoafoHNR9M5LIOGJ
Brainpower (feat. Lloyd) - De Vierde Kaart,3kMgRvnhTTgGx3e1JzTZgQ
The Weather Girls - It's Raining Men,1SfYqNab6yiVBKUHhEXGAD
Yes - Owner Of A Lonely Heart,0GTK6TesV108Jj5D3MHsYb
Fun Fun - Happy Station,1ST2n3ZNd285kDZyWAtxBz
Shakatak - Dark Is The Night,5LM8MbR2DyaY79Tw35oJQo
Adam Ant - Puss 'n Boots,0IdvHt6FJ6QQSjhVqPsthN
Dolly Parton - You Are,6okcxWVQetuXyRKMcVqJXZ
S.O.S. Band - Just Be Good To Me,1482bMc9Tn0uQxsJqV7eSP
"John Spencer - Johnny, Vergeet Me Niet",2Ag8BlM74QNKeQO9LZJkbl
Sharon Redd - Love How You Feel,4lAoLIWd5vHZKRgvfur01D
André Hazes - Zondag,0pydsgHXIOI0h9QHeP2eSs
Paul Simon - Allergies,6N9HB9cU7Vkjhy6L45RTNF
Earth Wind + Fire - Magnetic,2xYNXatOP0PJZ20PcsjCx1
UB40 - Please Don't Make Me Cry,5aDuz2VN1wtUrjyufxr7Rj
Dolly Dots - Love Me Just A Little Bit More (Totally Hooked On you),1vXlbimYzL1wBy7xgpBoYz
Eurythmics - Right By Your Side,486W7TsJOJl2C6NktjOd9O
The Dutch Boys - Mien Zwien,2Hq5iColXM9GzzwnWr0oVf
Shakin' Stevens - Cry Just A Little Bit,7tJm0Kl0FBobXB011e82sN
Pretenders - 2000 Miles,5wTM2Bm8phDwHAuOsfBwhU
Kinderen Voor Kinderen - Meidengroep,6pP8LKd8d2vsigHXG9dx3O
Jimmy Cliff - Reggae Night,1OE5bn5HUmCqTLNpo13ya3
Pil - This Is Not A Love Song,12Q7On756CJezQzLTT9Q6e
The Nits - Sketches Of Spain,3Pf28gTYxBMyNUBkFd0u8d
Lionel Richie - Running With The Night,64gd0sYZyawZebzZAO6eqS
Michael Jackson - Thriller (Special edit),3VKj7hHHi8pJJ4mHDzZC4Q
Slade - My Oh My,6jJR0jRu1Bz7buQEretnqd
Drukwerk - Hee Amsterdam,7LXnJdWasGND23pFRdXBvR
Tina Turner - Let's Stay Together,19DVNifOaTnuP0iq1kTqgW
Eartha Kitt - Where Is My Man,3LPxRrXolvXKOPVW64PwPd
Tracey Ullman - Move Over Darling,497vWLq59JRNL1cUJtGDFn
What Fun! - The Right Side Won,11kQekR2aajih2wNmE6mI9
Het Goede Doel - Eenvoud,4bcLByyQHRyg18CKT0KzMk
Anita Meyer - Sandy's Song,5feBXa64AkfkJZ2Vu17AmS
Culture Club - Victims,7Fvd99niN50w4auw0MOTqK
Frank Stallone - Far From Over,0mbImplrU76kIvd52GlNbt
Hans De Booy - Thuis Ben,3oUnqLLCFkeHFm01qJfV7u
The Flying Pickets - Only You,1U2L6NW89IIy6Gw63C4eP2
The Cats - Love Is A Golden Ring,0pC9HPF29z5Cxh9dVbnMep
Tim Finn - Fraction Too Much Friction,117GrF7BNX3z5DJMg8jJRf
Kadanz - Intimiteit,3aq40tO7UCwQKDpTuMIYd5
Paul Young - Love Of The Common People,6cARFkZxx2JR3JlvDzeLZc
Andre Van Duin - Wij Zijn De Vuilnisman,5yI4L4HJ2O3FQGYlAGDqKu
Vanessa - Obsession,0xOOBkYVgzIEAuynAnSQH8
First Choice - Let No Man Put Us Under,5p3PdTiNcAz68eBNkDHgGn
V.O.F. De Kunst - Oude Liefde Roest Niet,6Jb23f9tciLuhV9fiebiKR
Brood en Vrienten - Als Je Wint,06sDL0dFjpph6wvbAaOLPF
Babe - Dolly The Doll,0i7nL9mqsUZiS8xnHAWRGd
Master Genius - Let's Break,5xmUYLsSkw8fYBkcSvOcCI
John Lennon - Nobody Told Me,31QuJZfFiMk1uOawow8ejS
Tom Robinson - Listen To The Radio (Atmospherics),4fMOxvR5XWfNXXoJYlstkD
Frank Boeijen Groep - Zwart Wit,34OjTz1ttUEq2iLGxjJ5s9
Chic - You Are Beautiful,4bwjKTJMqaUWrrGWG9L1oq
Kim Carnes - The Universal Song,3Wipd9OcgwHBnwJ1KUJZxw
Highway - Sugar Sugar Baby,3BjqSmjSbtPzQJ7MV3ixXd
China Crisis - Wishful Thinking,11HLyzoCyx8hXKXVmrg1Sy
Queen - Radio Ga Ga,1nQRg9q9uwALGzouOX5OyQ
Shakin' Stevens & Bonnie Tyler - A Rockin' Good Way,43bDe7YutdkmHBJDYbkWf3
Doe Maar - Macho,69s1JWqGnKbtnuZGZOeUla
Frankie Goes To Hollywood - Relax,2K22nUTdyr48JDwI5t906t
Masquerade - Guardian Angel,7wgMNPOQJrmBokMkTkfngL
Golden Earring - When The Lady Smiles,6RGmi17H0xpHb7hpMxFwip
Benatar - Love Is A Battlefield,4p1PizAGdglm2sVvPuFPWs
Kool & The Gang - Straight Ahead ; Joanna,6mGo5Ckdgbh7HLzpsnNnMS
Bandolero - Paris Latino,3LCup59DMpM3r6fwQsZMYs
The Romantics - Talking In Your Sleep,7fRvtXvJMpGfTLdF0M09a1
Nino De Angelo - Jenseits Von Eden,3oS0q79t6MUPzkKv8ykMcO
Mink Deville - Each Word's A Beat Of My Heart,713Rit97AlzEURNuNhj9ZU
Nico Haak - Als Ze Me Missen...,7M9zMsQWCbXslFIFRkz355
Van Halen - Jump!,7N3PAbqfTjSEU1edb2tY8j
Clint Eastwood & General Saint - Stop That Train,0Ajis5FpljtwnD7uWqO8jf
Righeira - No Tengo Dinero,2aNJgu9u1sy44SsbdOCg3d
Snowy White - Bird Of Paradise,1JGW1e2tacnCgBPfRH0haY
"José & Ron Brandsteder - So Long, Marianne",0ct0EEEgwibwiWWZOYTkJs
Duran Duran - New Moon On Monday,74tXc7WOWxEDZahXcyPG9D
Rolling Stones - She Was Hot,7hUlZfirjFpQwzoE5GFwyL
Rockwell - Somebody's Watching Me,2QN9zL3SzXdGqqmXO68gFp
Dolly Dots - She's A Liar,79O0nzD3RmRExfkBIdVrT5
Saskia & Serge - The Country Disco Train,68MipBEhssCu5Gu0GAiC7W
Eddy and The Soulband - Soul chacha,5jmf1lalTGrvUhTFrwkOin
Dolly Parton - Heartbreaker,1TRJhS9XiOBcFbxFuSdg3L
Elbow Bones and The Racketeers - A Night In New York,2b6uCRcqMWnmOyLvv5cMEd
Cyndi Lauper - Girls Just Want To Have Fun,4y1LsJpmMti1PfRQV9AWWe
Matthew Wilder - Break My Stride,1mCsF9Tw4AkIZOjvZbZZdT
Video - Somebody (Hey Girl),3iiDKXLz6dOlOKYHGJCEs6
Normaal - Hiekikkowokan,5ndiBoyfTR6XcJJsUx9IUv
Fiction Factory - (Feels Like) Heaven,41Laec0pItedzpw2D8HWYp
André Hazes - Geef Mij Je Angst,0taBVXnPJpCucnlj8Xi9V6
The Alan Parsons Project - Don't Answer Me,3IeVrRu0jOlwOkTwD9AykT
Nik Kershaw - Wouldn't It Be Good,00FDHurakzVEiPutdUxXXq
Tina Turner - Help,2pS0CrdMkR6fdjRmSaWkg2
G'race - Dr. Rhythm,0ihVSndohPLWoQHe84d8gD
Michael Jackson - P.Y.T. (Pretty Young Thing),1CgmY8fVN7kstVDZmsdM5k
Inxs - Original Sin,1LoG6GxBtdD5nD2AnsnsvH
Daryl Hall & John Oates - Adult Education,3sIsG7vDZr17BVimMeZZQS
Madonna - Holiday [LP Edit],1tO3hJlxoKLQJxgCh6dGC5
Thompson Twins - Doctor! Doctor!,6AevVhFCIjykShM9H0oJyd
Bette Midler - Beast Of Burden,6TgqY8Vfm4StBe8hsxi3Ti
Paul Young - Love Will Tear Us Apart,3A4ZUKw0sJdi02ViVYEp0t
Matt Bianco - Get Out Of Your Lazy Bed,0W4ngpbeVxGV7WLSgvxkK5
Trio - Tooralooralooraloo - Is it old - Is it new,5lFNPbSvyXBVhqpKIAjRfG
Spargo - Lady,5iu9iCTstIiupYSfZqN1ag
Pisa - De Gewone Man,3S8CxV704XbOySjRbb25Fa
Wang Chung - Dance Hall Days,2JvPJ8ydPuN2NhpH4oti6I
Tim Finn - Through The Years,0xu5AykOEsvwczrRNMYlfb
Talk Talk - It's My Life,4jhsuQCUCJKA5f0bXb6XdJ
The Deep River Quartet - Swing Is The Thing,5gqGkEEsiI2e6QWE9oSqxT
Lionel Richie - Hello,6HMvJcdw6qLsyV1b5x29sa
Culture Club - It's A Miracle,2t01dFDijKqi5FGtK55AaZ
This Mortal Coil - Song To The Siren,26uVYNtKahTAcZMDWiuBnt
Anita Meyer - Blame It On Love,48EEK40dYQECoAVE9PSJpy
Danny De Munk - Ik Voel Me Zo Verdomd Alleen... - Titelsong Van De Film Ciske De Rat,1asy5AQK05wH1wUxysHc2w
Julio Iglesias & Willie Nelson - To All The Girls I've Loved Before,498EPEgZQ1jDoYHYpvF68F
BZN - If I Say The Words,6IMSEMlQGT3TA4JTUTDJWS
The Special AKA - Nelson Mandela,6mFg8cKXSzNOmHnnR2sP91
Phil Collins - Against All Odds (Take A Look At Me Now),63CHa6rmamv9OsehkRD8oz
Break Machine - Street Dance,41bTpvSwi26sD79ZgaCztE
Marsha Raven featuring: London Big Ben - Catch Me,29GyWDswPDfRCMfMP0AVA1
Jimmy Cliff - Sunshine In The Music,2WTdOVaNWbcOViMg4NBML9
Jerney Kaagman - All Right Here I Am,6SZTxms97Kek7nMtZordTn
Shannon - Let The Music Play,6b9hm8mvZ2KH7Fl7LLA5ct
The The - Uncertain Smile,31alFPGPYXPTGLQfmkp8fh
The Style Council - My Ever Changing Moods,4vk81xgPsTv0auIZh0cvGK
Roger Daltrey - Walking In My Sleep,3aBNmGvg85AFXcvBXu6OJ6
Depeche Mode - People Are People,4WoKuMjwJXuy9IqX6AH5JE
Golden Earring - Clear Night Moonlight,4FVvQ8vol8iUSC665tcUBW
UB40 - Cherry Oh Baby,1HjENSMpxb14fBU27GrAKu
Thomas Dolby - I Scare Myself,7rry1i4MRy2IZp8ZJf0xzB
Juliane Werding - Geh Nicht In Die Stadt (Heut Nacht),69N4AaCuW4kq997tfvst6r
Vulcano - 1..2..3,7ITvjWUbfGghyYBIVPPnok
Queen - I Want To Break Free,2AkmdLbVKS1steeZdy8H1l
Roberto Jacketti and The Scooters - I Save The Day,3Ciofce12krSe0kpBO7UpL
Howard Jones - Hide & Seek,2cdvZCB749P2aI8ovYC36x
Maribelle - Ik Hou Van Jou,5DeSdxlppND4LAS2OPK9sv
The Cats - Lovers Don't Talk,601zSETkzezYJdqsGvmZ0C
Alphaville - Big In Japan,3BZGi1yUqQyCNC868AqUGG
Orchestral Manœuvres In The Dark - Locomotion,1rnj7wb0tQc2Pmg6pfIffF
John Spencer - Een Meisje Voor Altijd,5wnErMbONI7Wyn362rcYcY
Bananarama - Robert De Niro's Waiting...,0MXpsn1TiYioFpB0CJ7PDX
Time Bandits - Reach Out,5WAtL7vajn5BpQXC1kTsFn
Audrey Landers - Playa Blanca,7dx6wY41dJHfza6LEJSL19
Matthew Wilder - The Kid's American,5aiDiU1POBDI736ktOtjRJ
Joe Jackson - Happy Ending,1qv9TWDpXh50DPLgWD4bnH
ABBA - Thank You For The Music,08GOw3NsrJ0LsCCeyqzt3b
Talk Talk - Such A Shame,4BixGe6AcqJU2etTzeh2cN
Pointer Sisters - Automatic,38TuEl4QqLM1VtJ5LK6FK0
Bob Marley and The Wailers - One Love - People Get Ready,7oNgPClUYdscWWHa5PF1gT
Normaal - De Klok Op... Rock,01zO3cauVoV4VDyEdS2iSw
Phil Fearon and Galaxy - What Do I Do?,6E9uCbwEGkY4AXDFCiSfSH
Frank Boeijen Groep - 1.000.000 Sterren,7863s0uHnYKfPk6TZ7cGrV
The Trammps - Move,1zZEPgs7uNbTyiCFPJqf9M
Herman Van Veen - Hilversum III,1VqeWagO7mpXsMqz40DKq3
Duran Duran - The Reflex,4sz1Ng2Cgidfqqiy0pNL6R
Dayton - The Sound Of Music,1xcNWKQBXqDfOhGP1M8WID
Cyndi Lauper - Time After Time,7o9uu2GDtVDr9nsR7ZRN73
